,filename,code
112,1115.py,"import threading
class FooBar(object):
    def __init__(self, n):
        self.n = n
        self.f = threading.Semaphore()
        self.b = threading.Semaphore()
        self.b.acquire()

    def foo(self, printFoo):
        """"""
        :type printFoo: method
        :rtype: void
        """"""
        for i in range(self.n):
            self.f.acquire()
            # printFoo() outputs ""foo"". Do not change or remove this line.
            printFoo()
            self.b.release()


    def bar(self, printBar):
        """"""
        :type printBar: method
        :rtype: void
        """"""
        for i in range(self.n):
            self.b.acquire()
            # printBar() outputs ""bar"". Do not change or remove this line.
            printBar()
            self.f.release()"
113,1116.py,"import threading


class ZeroEvenOdd:
    def __init__(self, n):
        self.n = n
        self.z = threading.Semaphore()
        self.e = threading.Semaphore()
        self.o = threading.Semaphore()
        self.e.acquire()
        self.o.acquire()
        self.cur = 1
        
	# printNumber(x) outputs ""x"", where x is an integer.
    def zero(self, printNumber: 'Callable[[int], None]') -> None:
        for _ in range(self.n):
            self.z.acquire()
            printNumber(0)
            if self.cur % 2:
                self.o.release()
            else:
                self.e.release()
        
        
    def even(self, printNumber: 'Callable[[int], None]') -> None:
        for _ in range(self.n // 2):
            self.e.acquire()
            printNumber(self.cur)
            self.cur += 1
            self.z.release()
        
    def odd(self, printNumber: 'Callable[[int], None]') -> None:
        for _ in range(self.n // 2 + self.n % 2):
            self.o.acquire()
            printNumber(self.cur)
            self.cur += 1
            self.z.release()"
114,1117.py,"from threading import Lock

class H2O(object):
    def __init__(self):
        self.H = 0
        self.O = 0
        self.mu = Lock()
        pass


    def hydrogen(self, releaseHydrogen):
        self.releaseHydrogen = releaseHydrogen
        with self.mu:
            self.H += 1
            self.ouput()

    def oxygen(self, releaseOxygen):
        self.releaseOxygen = releaseOxygen
        with self.mu:
            self.O += 1
            self.ouput()
        
    def ouput(self):
        while self.ok():
            self.releaseHydrogen()
            self.releaseHydrogen()
            self.releaseOxygen()
            self.H -= 2
            self.O -= 1
    
    def ok(self):
        return self.H >= 2 and self.O >= 1"
115,1118.py,"class Solution:
    def numberOfDays(self, Y: int, M: int) -> int:
        return 29 + {2: Y % (Y % 25 and 4 or 16) and -1}.get(M, ((M % 2) ^ (M > 7)) + 1)"
116,1119.py,"class Solution:
    def removeVowels(self, S: str) -> str:
        return ''.join(filter(lambda x: x not in 'aeiou', S))
        return ''.join(c for c in S if c not in 'aeiou')
        "
117,112.py,"# Definition for a binary tree node.
# class TreeNode:
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None

class Solution:
    def hasPathSum(self, root, sum):
        """"""
        :type root: TreeNode
        :type sum: int
        :rtype: bool
        """"""
        if not root: return False
        sum-=root.val
        if not root.left and not root.right and sum==0: return True
        return self.hasPathSum(root.left,sum) or self.hasPathSum(root.right,sum)"
118,1120.py,"# Definition for a binary tree node.
# class TreeNode:
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None

class Solution:
    def maximumAverageSubtree(self, node, parent = None): 
        if not node: 
            return 0, 0, 0
        lCnt, lSum, lAvg = self.maximumAverageSubtree(node.left, node)
        rCnt, rSum, rAvg = self.maximumAverageSubtree(node.right, node)
        ret = max((node.val + lSum + rSum) / (lCnt + rCnt + 1), lAvg, rAvg) 
        return (lCnt + rCnt + 1, lSum + rSum + node.val, ret) if parent else ret
        "
119,1121.py,"class Solution:
    def canDivideIntoSubsequences(self, nums: List[int], K: int) -> bool:
        return K * max(collections.Counter(nums).values()) <= len(nums)              "
120,1122.py,"class Solution:
    def relativeSortArray(self, arr1: List[int], arr2: List[int]) -> List[int]:
        return sorted(arr1, key = lambda x: arr2.index(x) if x in arr2 else len(arr2) + x)"
121,1123.py,"# Definition for a binary tree node.
# class TreeNode:
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None

class Solution:
    def lcaDeepestLeaves(self, root: TreeNode) -> TreeNode:
        def helper(root):
            if not root:
                return 0, None
            d1, lca1 = helper(root.left)
            d2, lca2 = helper(root.right)
            if d1 > d2:
                node = lca1
            elif d1 < d2:
                node = lca2
            else:
                node = root
            return max(d1, d2) + 1, node
        return helper(root)[1]"
122,1124.py,"class Solution:
    def longestWPI(self, hours: List[int]) -> int:
        res = score = 0
        seen = {}
        for i, h in enumerate(hours):
            score += h > 8
            score -= h < 9
            if score > 0:
                res = i + 1
            seen.setdefault(score, i)
            if score - 1 in seen:
                res = max(res, i - seen[score - 1])
        return res"
123,1125.py,"class Solution:
    def smallestSufficientTeam(self, req_skills: List[str], people: List[List[str]]) -> List[int]:
        n, m = len(req_skills), len(people)
        key = {v: i for i, v in enumerate(req_skills)}
        dp = {0: []}
        for i, p in enumerate(people):
            his_skill = 0
            for skill in p:
                if skill in key:
                    his_skill |= 1 << key[skill]
            for skill_set, need in list(dp.items()):
                with_him = skill_set | his_skill
                if with_him == skill_set: continue
                if with_him not in dp or len(dp[with_him]) > len(need) + 1:
                    dp[with_him] = need + [i]
        return dp[(1 << n) - 1]"
124,1128.py,"class Solution:
    def numEquivDominoPairs(self, dominoes: List[List[int]]) -> int:
        return sum(v * (v - 1) // 2 for v in collections.Counter(tuple(sorted(d)) for d in dominoes).values())"
125,1129.py,"class Solution:
    def shortestAlternatingPaths(self, n: int, red_edges: List[List[int]], blue_edges: List[List[int]]) -> List[int]:
        
        def dfs(i, mod, cnt):
            res[i][mod] = cnt
            for v in edge[i][mod]:
                if cnt < res[v][1 - mod]:
                    dfs(v, 1 - mod, cnt + 1)
                    
        res = [[float('inf'), float('inf')] for _ in range(n)]
        edge = [[[], []] for _ in range(n)]
        for u, v in red_edges:
            edge[u][0].append(v)
        for u, v in blue_edges:
            edge[u][1].append(v)
        dfs(0, 0, 0)
        dfs(0, 1, 0)
        return [x if x != float('inf') else -1 for x in map(min, res)]"
126,113.py,"# Definition for a binary tree node.
# class TreeNode:
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None

class Solution:
    def pathSum(self, root, sum):
        """"""
        :type root: TreeNode
        :type sum: int
        :rtype: List[List[int]]
        """"""
        def traverse(node, q, residue, res = []):
            if node:
                if not node.left and not node.right and residue + node.val == sum: res.append(q + [node.val])
                traverse(node.left, q + [node.val], residue + node.val)
                traverse(node.right, q + [node.val], residue + node.val)
            return res
        return traverse(root, [], 0)"
127,1130.py,"class Solution:
    def mctFromLeafValues(self, A: List[int]) -> int:
        res, n = 0, len(A)
        stack = [float('inf')]
        for a in A:
            while stack[-1] <= a:
                mid = stack.pop()
                res += mid * min(stack[-1], a)
            stack.append(a)
        while len(stack)  >2:
            res += stack.pop() * stack[-1]
        return res"
128,1131.py,"class Solution:
    def maxAbsValExpr(self, arr1: List[int], arr2: List[int]) -> int:
        l1, l2 ,l3, l4 = [], [], [], []
        for i in range(len(arr1)):
            l1 += [arr1[i]+arr2[i]+i]
            l2 += [arr1[i]-arr2[i]+i]
            l3 += [-arr1[i]+arr2[i]+i]
            l4 += [-arr1[i]-arr2[i]+i]
        res = []
        res += [max(l1)-min(l1)]
        res += [max(l2) -min(l2)]
        res += [max(l3)-min(l3)]
        res += [max(l4)-min(l4)]
        return max(res)"
129,1133.py,"class Solution:
    def largestUniqueNumber(self, A: List[int]) -> int:
        cnt = collections.Counter(A)
        a = sorted(k for k, v in cnt.items() if v == 1)
        return a[-1] if a else -1
        "
130,1134.py,"class Solution:
    def isArmstrong(self, N: int) -> bool:
        ns = [(int(c), int(c)) for c in str(N)]
        sm = sum(a for a, b in ns)
        while sm < N:
            ns = [(a * b, b) for a, b in ns]
            sm = sum(a for a, b in ns)
        return sm == N
        "
131,1135.py,"class Solution:
    def minimumCost(self, N: int, connections: List[List[int]]) -> int:
        heap = [(0, 1)]
        visited = [0] * (N + 1)
        res = 0
        graph = [[] for _ in range(N + 1)]
        for a, b, c in connections:
            graph[a].append([b, c])
            graph[b].append([a, c])
        while heap:
            cost, city = heapq.heappop(heap)
            if visited[city]: continue
            visited[city] = 1
            res += cost
            for nCity, nCost in graph[city]:
                if not visited[nCity]:
                    heapq.heappush(heap, (nCost, nCity))
        return res if all(visited[1:]) else -1
            
            "
132,1136.py,"class Solution:
    def minimumSemesters(self, N: int, relations: List[List[int]]) -> int:
        """"""
        :type N: int
        :type relations: List[List[int]]
        :rtype: int
        """"""
        if N == 1:
            return 1
        graph = collections.defaultdict(list)
        for p, q in relations:
            graph[q-1].append(p-1)

        def need_semesters(n):
            if dp[n] > 0:   # node was visited
                return dp[n]
            if dp[n] == -1: # node is being visited, there is a cycle!
                return -1
            dp[n] = -1 # start visiting the node
            res = 0
            for p in graph[n]:
                a = need_semesters(p)
                if a == -1:
                    return -1
                res = max(res, a)
            dp[n] = res + 1
            return dp[n]

        dp = [0]*N
        for n in range(N):
            if need_semesters(n) == -1:
                return -1
        return max(dp)"
133,1137.py,"class Solution:
    def tribonacci(self, n: int) -> int:
        t0, t1, t2 = 0, 1, 1
        for _ in range(n):
            t0, t1, t2 = t1, t2, t0 + t1 + t2
        return t0
        "
134,1138.py,"class Solution:
    def alphabetBoardPath(self, target: str) -> str:
        ind = {s: [i // 5, i % 5] for i, s in enumerate(string.ascii_lowercase)}
        x = y = 0
        res = """"
        for c in target:
            xx, yy = ind[c]
            if yy < y:
                res += 'L' * (y - yy)
            if xx > x:
                res += 'D' * (xx - x)
            if xx < x:
                res += 'U' * (x - xx)
            if yy > y:
                res += 'R' * (yy - y)
            res += '!'
            x, y = xx, yy
        return res"
135,1139.py,"class Solution:
    def largest1BorderedSquare(self, A: List[List[int]]) -> int:
        m, n = len(A), len(A[0])
        res = 0
        top, left = [a[:] for a in A], [a[:] for a in A]
        for i in range(m):
            for j in range(n):
                if A[i][j]:
                    if i: top[i][j] = top[i - 1][j] + 1
                    if j: left[i][j] = left[i][j - 1] + 1
        for r in range(min(m, n), 0, -1):
            for i in range(m - r + 1):
                for j in range(n - r + 1):
                    if min(top[i + r - 1][j], top[i + r - 1][j + r - 1], left[i]
                           [j + r - 1], left[i + r - 1][j + r - 1]) >= r:
                        return r * r
        return 0"
136,114.py,"# Definition for a binary tree node.
# class TreeNode:
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None

class Solution:
    def flatten(self, root):
        """"""
        :type root: TreeNode
        :rtype: void Do not return anything, modify root in-place instead.
        """"""
        def traverse(node):
            if not node: return
            left, right = traverse(node.left), traverse(node.right)
            if node.left: left.right, node.right, node.left = node.right, node.left, None
            return right if right else left if left else node
        traverse(root)"
137,1140.py,"class Solution:
    def stoneGameII(self, A: List[int]) -> int:
        N = len(A)
        for i in range(N - 2, -1, -1):
            A[i] += A[i + 1]
        from functools import lru_cache
        @lru_cache(None)
        def dp(i, m):
            if i + 2 * m >= N: return A[i]
            return A[i] - min(dp(i + x, max(m, x)) for x in range(1, 2 * m + 1))
        return dp(0, 1)"
138,1143.py,"class Solution:
    def longestCommonSubsequence(self, a: str, b: str) -> int:
        m, n = len(a), len(b)
        dp = [[0 for j in range(n + 1)] for i in range(m + 1)]
        for i in range(1, m + 1):
            for j in range(1, n + 1):
                dp[i][j] = dp[i - 1][j - 1] + 1 if a[i - 1] == b[j - 1] else max(dp[i][j - 1], dp[i - 1][j])
        return dp[-1][-1]"
139,1144.py,"class Solution:
    def movesToMakeZigzag(self, N: List[int]) -> int:
        moves = [max(0, N[i] - min(N[i-1:i] + N[i+1:i+2]) + 1) for i in range(len(N))]
        return min(sum(moves[::2]), sum(moves[1::2]))"
140,1145.py,"# Definition for a binary tree node.
# class TreeNode:
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None

class Solution:
    def btreeGameWinningMove(self, root: TreeNode, n: int, x: int) -> bool:
        c = [0, 0]
        def count(node):
            if not node: return 0
            l, r = count(node.left), count(node.right)
            if node.val == x:
                c[0], c[1] = l, r
            return l + r + 1
        return count(root) // 2 < max(max(c), n - sum(c) - 1)"
141,1146.py,"class SnapshotArray:

    def __init__(self, length: int):
        self.s = 0
        self.arr = [[[0, 0]] for i in range(length)]

    def set(self, index: int, val: int) -> None:
        if self.s == self.arr[index][-1][0]:
            self.arr[index][-1][1] = val
        else:
            self.arr[index].append([self.s, val])

    def snap(self) -> int:
        self.s += 1
        return self.s - 1

    def get(self, index: int, snap_id: int) -> int:
        i = bisect.bisect_left(self.arr[index], [snap_id])
        if i < len(self.arr[index]):
            if self.arr[index][i][0] > snap_id:
                i -= 1
            return self.arr[index][i][1]
        return self.arr[index][-1][1]"
142,1147.py,"class Solution:
    def longestDecomposition(self, S: str) -> int:
        res, l, r = 0, """", """"
        for i, j in zip(S, S[::-1]):
            l, r = l + i, j + r
            if l == r:
                res, l, r = res + 1, """", """"
        return res"
143,115.py,"class Solution:
    def numDistinct(self, s, t):
        chars, index, dp = set(t), collections.defaultdict(list), [0] * len(t)
        for i, c in enumerate(t): index[c] = [i] + index[c]
        for c in s:
            if c in chars:
                for i in index[c]: dp[i] += dp[i - 1] if i > 0 else 1
        return dp[-1]"
144,1150.py,"class Solution:
    def isMajorityElement(self, nums: List[int], target: int) -> bool:
        return nums.count(target) > len(nums) // 2
        "
145,1151.py,"class Solution:
    def minSwaps(self, data: List[int]) -> int:
        l = data.count(1)
        mn = cur = data[:l].count(0)
        for i in range(l, len(data)):
            cur += not data[i] 
            cur -= not data[i - l]
            mn = min(mn, cur)
        return mn
        "
146,1152.py,"class Solution:
    def mostVisitedPattern(self, username: List[str], timestamp: List[int], website: List[str]) -> List[str]:
        dp = collections.defaultdict(list)
        count = collections.Counter()
        for t, u, w in sorted(zip(timestamp, username, website)):
            dp[u].append(w)
        for u in dp:
            count += collections.Counter(set(seq for seq in itertools.combinations(dp[u], 3)))
        target = max(count.values())
        return min(list(k) for k in count if count[k] == target)"
147,1153.py,"class Solution:
    def canConvert(self, s1: str, s2: str) -> bool:
        if s1 == s2: return True
        dp = {}
        for i, j in zip(s1, s2):
            if dp.setdefault(i, j) != j:
                return False
        return len(set(s2)) < 26"
148,1154.py,"class Solution:
    def dayOfYear(self, date: str) -> int:
        cnt = [31, 28, 31, 30, 31, 30, 31, 31, 30, 31, 30, 31]
        y, m, d = map(int, date.split('-'))
        days = sum(cnt[:m - 1]) + d
        if m > 2:
            if y % 400 == 0: days += 1
            if y % 100 == 0: return days
            if y % 4 == 0: days += 1
        return days"
149,1155.py,"class Solution:
    def numRollsToTarget(self, d: int, f: int, target: int) -> int:
        mod = 10 ** 9 + 7
        dp = [[0 for j in range(target + 1)] for i in range(d + 1)]
        dp[0][0] = 1
        for i in range(d):
            for ff in range(1, f + 1):
                for sm in range(target):
                    if sm + ff <= target:
                        dp[i + 1][sm + ff] += dp[i][sm]
                        dp[i + 1][sm + ff] %= mod
        return dp[d][target]"
150,1156.py,"class Solution:
    def maxRepOpt1(self, S: str) -> int:
        A = [[c, len(list(g))] for c, g in itertools.groupby(S)]
        count = collections.Counter(S)
        res = max(min(k + 1, count[c]) for c, k in A)
        for i in range(1, len(A) - 1):
            if A[i - 1][0] == A[i + 1][0] and A[i][1] == 1:
                res = max(res, min(A[i - 1][1] + A[i + 1][1] + 1, count[A[i + 1][0]]))
        return res"
151,1157.py,"class MajorityChecker:

    def __init__(self, arr: List[int]):
        self.dp = collections.defaultdict(list)
        for i, v in enumerate(arr):
            self.dp[v].append(i)
        self.occur = sorted([(len(v), k) for k, v in self.dp.items()], reverse = True)
        
    def query(self, left: int, right: int, threshold: int) -> int:
        for o, v in self.occur:
            if o < threshold: break
            l = self.dp[v]
            low = bisect.bisect_left(l, left)
            high = bisect.bisect_right(l, right)
            if high - low >= threshold:
                return v
        return -1"
152,116.py,"class Solution:
    def connect(self, root: ""Node"") -> ""Node"":
        if root == None:
            return root
        q, prev = [(root, 1)], None
        while q:
            curr, pos = q.pop(0)
            if prev != None and prev[1] == pos:
                prev[0].next = curr
            prev = [curr, pos]
            if curr.left:
                q.append((curr.left, pos + 1))
            if curr.right:
                q.append((curr.right, pos + 1))
        return root

"
153,1160.py,"from collections import Counter as cnt
class Solution:
    def countCharacters(self, words: List[str], chars: str) -> int:
        return sum(not cnt(w) - cnt(chars) and len(w) for w in words)"
154,1161.py,"# Definition for a binary tree node.
# class TreeNode:
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None

class Solution:
    def maxLevelSum(self, root: TreeNode) -> int:
        levels, l, q = [], 1, [root]
        while q:
            levels.append([sum(node.val for node in q), l])
            l += 1
            q = [child for node in q for child in (node.left, node.right) if child]
        return sorted(levels, key = lambda x: (x[0], -x[1]))[-1][1]"
155,1162.py,"class Solution:
    def maxDistance(self, grid: List[List[int]]) -> int:
        n = len(grid)
        q = [[i, j] for i in range(n) for j in range(n) if grid[i][j]]
        d = -1
        while q and len(q) != n ** 2:
            Q = []
            for i, j in q:
                for x, y in (i - 1, j), (i + 1, j), (i, j - 1), (i, j + 1):
                    if 0 <= x < n > y >= 0 and not grid[x][y]:
                        grid[x][y] = 1
                        Q.append([x, y])
            q = Q
            d += 1
        return d
            
            "
156,1163.py,"class Solution:
    def lastSubstring(self, s: str) -> str:
        result = """"
        for i in range(len(s)):
            result = max(result, s[i:])
        return result
        "
157,1165.py,"class Solution:
    def calculateTime(self, k: str, word: str) -> int:
        return sum(abs(k.index(a) - k.index(b)) for a, b in zip(k[0] + word, word))"
158,1166.py,"class FileSystem:

    def __init__(self):
        self.d = {"""" : -1}

    def create(self, path: str, value: int) -> bool:
        parent = path[:path.rfind('/')]
        if parent in self.d and path not in self.d:
            self.d[path] = value
            return True
        return False

    def get(self, path: str) -> int:
        return self.d.get(path, -1)"
159,1167.py,"class Solution:
    def connectSticks(self, sticks: List[int]) -> int:
        heapq.heapify(sticks)
        res = 0
        while len(sticks) != 1:
            new = heapq.heappop(sticks) + heapq.heappop(sticks)
            res += new
            heapq.heappush(sticks, new)
        return res
        "
160,1168.py,"class Solution:
    def minCostToSupplyWater(self, n: int, wells, pipes) -> int:
        q = sorted([[w, u, v] for u, v, w in pipes] + [[w, 0, i+1] for i, w in enumerate(wells)])
        uf = [i for i in range(n+1)]
        res = count = 0
        
        def find(x):
            if (x != uf[x]):
                uf[x] = find(uf[x])
            return uf[x]

        def union(x, y):
            uf[x] = y
            
        for w, u, v in q:
            rA, rB = find(u), find(v)
            if rA == rB:
                continue
            union(rA, rB)
            res += w
            count += 1
            if count == n:
                return res
        return res "
161,1169.py,"class Solution:
    def invalidTransactions(self, transactions: List[str]) -> List[str]:
        last = collections.defaultdict(list)
        ret = set()
        for n, t, a, c in sorted([t.split(',') for t in transactions], key = lambda x: int(x[1])):
            if int(a) > 1000:
                ret.add(','.join([n, t, a, c]))
            if n in last:
                for tt, aa, cc in last[n][::-1]:
                    if int(t) - int(tt) > 60:
                        break
                    if cc != c:
                        ret.add(','.join([n, tt, aa, cc]))
                        ret.add(','.join([n, t, a, c]))
            last[n].append([t, a, c])
        return list(ret)
        "
162,117.py,"class Solution:
    def connect(self, root: ""Node"") -> ""Node"":
        dummy = Node(-1, None, None, None)
        tmp = dummy
        res = root
        while root:
            while root:
                if root.left:
                    tmp.next = root.left
                    tmp = tmp.next
                if root.right:
                    tmp.next = root.right
                    tmp = tmp.next
                root = root.next
            root = dummy.next
            tmp = dummy
            dummy.next = None

        return res
"
163,1170.py,"class Solution:
    def numSmallerByFrequency(self, queries: List[str], words: List[str]) -> List[int]:
        f = sorted(w.count(min(w)) for w in words)
        return [len(f) - bisect.bisect(f, q.count(min(q))) for q in queries]
        "
164,1172.py,"class DinnerPlates:

    def __init__(self, capacity: int):
        self.c = capacity
        self.stacks = []
        self.l = [] # pushable
        self.r = [] # poppable
        
    def push(self, val: int) -> None:
        if not self.l:
            # if the rightmost is empty, clear it from self.r
            while self.r and not self.stacks[-self.r[0]]:
                heapq.heappop(self.r)
            i = 0 if not self.r else -self.r[0] + 1
            self.stacks.append([val])
            heapq.heappush(self.r, -i)
            if len(self.stacks[i]) < self.c:
                heapq.heappush(self.l, i)
        else:
            i = self.l[0]
            # new poppable
            if not self.stacks[i]:
                heapq.heappush(self.r, -i)
            self.stacks[i].append(val)
            if len(self.stacks[i]) == self.c:
                heapq.heappop(self.l)
                
    def pop(self) -> int:
        while self.r and not self.stacks[-self.r[0]]:
            heapq.heappop(self.r)
        return self.popAtStack(-self.r[0]) if self.r else -1

    def popAtStack(self, index: int) -> int:
        if index < len(self.stacks) and self.stacks[index]:
            ret = self.stacks[index].pop()
            if len(self.stacks[index]) == self.c - 1:
                heapq.heappush(self.l, index)
            return ret
        return -1
        "
165,1175.py,"class Solution:
    def numPrimeArrangements(self, n: int) -> int:
        primes = [2,3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97]
        cnt = bisect.bisect(primes, n)
        return math.factorial(cnt) * math.factorial(n - cnt) % (10 ** 9 + 7)
    "
166,1176.py,"class Solution:
    def dietPlanPerformance(self, calories: List[int], k: int, lower: int, upper: int) -> int:
        sm = sum(calories[:k])
        points = (sm > upper) - (sm < lower)
        for i in range(k, len(calories)):
            sm += calories[i] - calories[i - k]
            points += (sm > upper) - (sm < lower)
        return points
            "
167,1177.py,"class Solution:
    def canMakePaliQueries(self, s: str, queries: List[List[int]]) -> List[bool]:
        cnts = [{}]
        for i, c in enumerate(s):
            cnts.append(dict(cnts[-1]))
            cnts[-1][c] = cnts[-1].get(c, 0) + 1
        res = []
        for i, j, k in queries:
            res.append(sum((v - cnts[i].get(k, 0)) % 2 for k, v in cnts[j + 1].items()) - k * 2 <= 1)
        return res
        
        "
168,1178.py,"from itertools import combinations as cb
class Solution:
    def findNumOfValidWords(self, words: List[str], puzzles: List[str]) -> List[int]:
        cnt = collections.Counter(''.join(sorted(set(w))) for w in words)
        return [sum(cnt[''.join(sorted(s + (p[0], )))] for l in range(len(p)) for s in cb(p[1:], l)) for p in puzzles]"
169,118.py,"class Solution:
    def generate(self, numRows: int) -> List[List[int]]:
        res = numRows and [[1]] or []
        for _ in range(numRows-1):
            res.append([1] + [a + b for a, b in zip(res[-1], res[-1][1:])] + [1])
        return res"
170,1180.py,"class Solution:
    def countLetters(self, S: str) -> int:
        cnt = collections.Counter()
        i = res = 0
        for j, c in enumerate(S):
            cnt[c] += 1
            while len(cnt) > 1:
                cnt[S[i]] -= 1
                if not cnt[S[i]]:
                    cnt.pop(S[i])
                i += 1
            res += j - i + 1
        return res
                
            "
171,1181.py,"class Solution:
    def beforeAndAfterPuzzles(self, phrases: List[str]) -> List[str]:
        res = []
        for i in range(len(phrases)):
            for j in range(i + 1, len(phrases)):
                w1 = phrases[i].split()[-1]
                w2 = phrases[j].split()[0]
                if w1 == w2:
                    r = phrases[i] + ' ' + ' '.join(phrases[j].split()[1:])
                    res.append(r.rstrip())
                w1 = phrases[j].split()[-1]
                w2 = phrases[i].split()[0]
                if w1 == w2:
                    r = phrases[j] + ' ' + ' '.join(phrases[i].split()[1:])
                    res.append(r.rstrip())
        return sorted(set(res))        "
172,1182.py,"class Solution:
    def shortestDistanceColor(self, colors: List[int], queries: List[List[int]]) -> List[int]:
        l1 = l2 = l3 = -1
        left = [[float('inf') for _ in range(3)] for __ in range(len(colors))]
        res = []
        for i, c in enumerate(colors):
            if c == 1:
                l1 = i
            elif c == 2:
                l2 = i
            else:
                l3 = i
            if l1 != -1:
                left[i][0] = i - l1
            if l2 != -1:
                left[i][1] = i - l2
            if l3 != -1:
                left[i][2] = i - l3
                
        l1 = l2 = l3 = -1
        right = [[float('inf') for _ in range(3)] for __ in range(len(colors))]
        for i in range(len(colors) - 1, -1, -1):
            c = colors[i]
            if c == 1:
                l1 = i
            elif c == 2:
                l2 = i
            else:
                l3 = i
            if l1 != -1:
                right[i][0] = l1  - i
            if l2 != -1:
                right[i][1] = l2 - i
            if l3 != -1:
                right[i][2] = l3 - i
        for i, c in queries:
            res.append(min(left[i][c - 1], right[i][c - 1]))
        return [c if c != float('inf') else -1 for c in res]
            
            
        
            
        "
173,1184.py,"class Solution:
    def distanceBetweenBusStops(self, d: List[int], i: int, j: int) -> int:
        return min(sum(d[min(i, j):max(i, j)]), sum(d[:min(i, j)] + d[max(i, j):]))"
174,1185.py,"from datetime import date
class Solution:
    def dayOfTheWeek(self, day: int, month: int, year: int) -> str:
        return date(year, month, day).strftime(""%A"")"
175,1186.py,"class Solution:
    def maximumSum(self, arr: List[int]) -> int:
        def cumSum(it):
            sm = mn = 0
            sums = [0] * len(arr)
            for i, num in it:
                sm += num
                sums[i] = sm - mn
                mn = min(mn, sm)
            return sums
        
        lSum = cumSum(enumerate(arr))
        rSum = cumSum(reversed(list(enumerate(arr))))
        res = -float('inf')
        for i, num in enumerate(arr):
            if num >= 0:
                cur = lSum[i] + rSum[i] - num
            else:
                cur = lSum[i] + rSum[i] - 2 * num
            res = max(res, cur)
        return res if any(c >= 0 for c in arr) else max(arr)"
176,1187.py,"class Solution:
    def makeArrayIncreasing(self, arr1: List[int], arr2: List[int]) -> int:
        dp = {-1:0}
        arr2.sort()
        for i in arr1:
            tmp = collections.defaultdict(lambda: float('inf'))
            for key in dp:
                if i > key:
                    tmp[i] = min(tmp[i],dp[key])
                loc = bisect.bisect_right(arr2,key)
                if loc < len(arr2):
                    tmp[arr2[loc]] = min(tmp[arr2[loc]],dp[key]+1)
            dp = tmp
        if dp:
            return min(dp.values())
        return -1"
177,1188.py,"import threading

class BoundedBlockingQueue(object):
    def __init__(self, capacity: int):
        self.pushing = threading.Semaphore(capacity)
        self.pulling = threading.Semaphore(0)
        self.queue = collections.deque()

    def enqueue(self, element: int) -> None:
        self.pushing.acquire()
        self.queue.append(element)
        self.pulling.release()
		
    def dequeue(self) -> int:
        self.pulling.acquire()
        self.pushing.release()
        return self.queue.popleft()

    def size(self) -> int:
        return len(self.queue)"
178,1189.py,"class Solution:
    def maxNumberOfBalloons(self, t: str) -> int:
          return min(t.count(c) // 'balloon'.count(c) for c in 'balon')"
179,119.py,"class Solution:
    def getRow(self, rowIndex: int, row = [1]) -> List[int]:
        return self.getRow(rowIndex - 1, [a + b for a, b in zip([0] + row, row + [0])]) if rowIndex else row"
180,1190.py,"class Solution:
    def reverseParentheses(self, s: str) -> str:
        stack = ['']
        for c in s:
            if c == '(':
                stack.append('')
            elif c == ')':
                add = stack.pop()[::-1]
                stack[-1] += add
            else:
                stack[-1] += c
        return stack.pop()"
181,1191.py,"class Solution:
    def kConcatenationMaxSum(self, arr: List[int], k: int, mod = 10 ** 9 + 7) -> int:
        def Kadane(arr, res = 0, cur = 0):
            for num in arr:
                cur = max(num, num + cur)
                res = max(res, cur)
            return res
        return ((k - 2) * max(sum(arr), 0) + Kadane(arr * 2) ) % mod if k > 1 else Kadane(arr) % mod"
182,1196.py,"class Solution:
    def maxNumberOfApples(self, arr: List[int]) -> int:
        return bisect.bisect(list(itertools.accumulate(sorted(arr))), 5000)"
183,1197.py,"from functools import lru_cache
class Solution:
    def minKnightMoves(self, x: int, y: int) -> int:
        @lru_cache(None)
        def dfs(i, j):
            if i == j == 0:
                return 0
            if i == 1 and j == 0 or j == 1 and i == 0:
                return float('inf')
            return min(dfs(abs(i - 2), abs(j - 1)), dfs(abs(i - 1), abs(j - 2))) + 1
        return dfs(abs(x), abs(y))"
184,1198.py,"from itertools import chain as chn
from collections import Counter as cnt
class Solution:
    def smallestCommonElement(self, mat: List[List[int]]) -> int:
        return min([k for k, v in cnt(chn(*mat)).items() if v == len(mat)] or [-1])"
185,1199.py,"class Solution:
    def minBuildTime(self, A: List[int], split: int) -> int:
        heapq.heapify(A)
        while len(A) > 1:
            x, y = heapq.heappop(A), heapq.heappop(A)
            heapq.heappush(A, y + split)
        return heapq.heappop(A)"
