problem_id,code
1035,"'''
We write the integers of A and B (in the order they are given) on two separate horizontal lines.

Now, we may draw a straight line connecting two numbers A[i] and B[j] as long as A[i] == B[j], and the line we draw does not intersect any other connecting (non-horizontal) line.

Return the maximum number of connecting lines we can draw in this way.

 

Example 1:


Input: A = [1,4,2], B = [1,2,4]
Output: 2
Explanation: We can draw 2 uncrossed lines as in the diagram.
We cannot draw 3 uncrossed lines, because the line from A[1]=4 to B[2]=4 will intersect the line from A[2]=2 to B[1]=2.
Example 2:

Input: A = [2,5,1,2,5], B = [10,5,2,1,5,2]
Output: 3
Example 3:

Input: A = [1,3,7,1,7,5], B = [1,9,2,5,1]
Output: 2
 

Note:

1 <= A.length <= 500
1 <= B.length <= 500
1 <= A[i], B[i] <= 2000
'''

class Solution(object):
    def maxUncrossedLines(self, A, B):
        """"""
        :type A: List[int]
        :type B: List[int]
        :rtype: int
        """"""
        dp = [[0]*len(A) for _ in range(len(B))]
        
        dp[0][0] = 1 if A[0] == B[0] else 0
        for index_i in range(1, len(dp)):
            dp[index_i][0] = dp[index_i-1][0]
            if A[0] == B[index_i]:
                dp[index_i][0] = 1
                
        for index_j in range(1, len(dp[0])):
            dp[0][index_j] = dp[0][index_j-1]
            if B[0] == A[index_j]:
                dp[0][index_j] = 1
                
        for index_i in range(1, len(dp)):
            for index_j in range(1, len(dp[0])):
                if A[index_j] == B[index_i]:
                    dp[index_i][index_j] = max(dp[index_i-1][index_j-1] + 1, max(dp[index_i-1][index_j], dp[index_i][index_j-1]))
                else:
                    dp[index_i][index_j] = max(dp[index_i-1][index_j-1], max(dp[index_i-1][index_j], dp[index_i][index_j-1]))
        return dp[len(B)-1][len(A)-1]
"
1037,"'''
A boomerang is a set of 3 points that are all distinct and not in a straight line.

Given a list of three points in the plane, return whether these points are a boomerang.

 

Example 1:

Input: [[1,1],[2,3],[3,2]]
Output: true
Example 2:

Input: [[1,1],[2,2],[3,3]]
Output: false
 

Note:

points.length == 3
points[i].length == 2
0 <= points[i][j] <= 100
'''

class Solution(object):
    def isBoomerang(self, points):
        """"""
        :type points: List[List[int]]
        :rtype: bool
        """"""
        x1, x2, x3, y1, y2, y3 = points[0][0], points[1][0], points[2][0], points[0][1], points[1][1] ,points[2][1]
        if ((y3 - y2)*(x2 - x1) == (y2 - y1)*(x3 - x2)):
            return False
        return True
"
1038,"'''
Given the root of a binary search tree with distinct values, modify it so that every node has a new value equal to the sum of the values of the original tree that are greater than or equal to node.val.

As a reminder, a binary search tree is a tree that satisfies these constraints:

The left subtree of a node contains only nodes with keys less than the node's key.
The right subtree of a node contains only nodes with keys greater than the node's key.
Both the left and right subtrees must also be binary search trees.
 

Example 1:
Input: [4,1,6,0,2,5,7,null,null,null,3,null,null,null,8]
Output: [30,36,21,36,35,26,15,null,null,null,33,null,null,null,8]
 

Note:

The number of nodes in the tree is between 1 and 100.
Each node will have value between 0 and 100.
The given tree is a binary search tree.
'''


# Definition for a binary tree node.
# class TreeNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None

class Solution(object):
    def bstToGst(self, root):
        """"""
        :type root: TreeNode
        :rtype: TreeNode
        """"""
        self.curr_sum = 0
        def greaterSum(root):
            if not root:
                return 
            greaterSum(root.right)
            self.curr_sum += root.val
            root.val = self.curr_sum
            greaterSum(root.left)
        
        greaterSum(root)
        return root
"
1039,"'''
Given N, consider a convex N-sided polygon with vertices labelled A[0], A[i], ..., A[N-1] in clockwise order.

Suppose you triangulate the polygon into N-2 triangles.  For each triangle, the value of that triangle is the product of the labels of the vertices, and the total score of the triangulation is the sum of these values over all N-2 triangles in the triangulation.

Return the smallest possible total score that you can achieve with some triangulation of the polygon.

 

Example 1:

Input: [1,2,3]
Output: 6
Explanation: The polygon is already triangulated, and the score of the only triangle is 6.
Example 2:

3 - 7	3 -	7
| / |	| \ |
5 - 4	5 -	4

Input: [3,7,4,5]
Output: 144
Explanation: There are two triangulations, with possible scores: 3*7*5 + 4*5*7 = 245, or 3*4*5 + 3*4*7 = 144.  The minimum score is 144.
Example 3:

Input: [1,3,1,4,1,5]
Output: 13
Explanation: The minimum score triangulation has score 1*1*3 + 1*1*4 + 1*1*5 + 1*1*1 = 13.
 

Note:

3 <= A.length <= 50
1 <= A[i] <= 100
'''

class Solution(object):
    def minScoreTriangulation(self, A):
        """"""
        :type A: List[int]
        :rtype: int
        """"""
        
        n = len(A)
        dp = [[0]*n for _ in range(n)]
        for length in range(n):
            index_i = 0
            for index_j in range(length, n):
                if index_j < index_i+2:
                    dp[index_i][index_j] = 0
                else:
                    dp[index_i][index_j] = float('inf')
                    for index_k in range(index_i+1, index_j):
                        val = dp[index_i][index_k] + dp[index_k][index_j] + (A[index_i]*A[index_k]*A[index_j])
                        dp[index_i][index_j] = min(dp[index_i][index_j], val)
                index_i += 1
        return dp[0][n-1]
"
1041,"'''
On an infinite plane, a robot initially stands at (0, 0) and faces north.  The robot can receive one of three instructions:

""G"": go straight 1 unit;
""L"": turn 90 degrees to the left;
""R"": turn 90 degress to the right.
The robot performs the instructions given in order, and repeats them forever.

Return true if and only if there exists a circle in the plane such that the robot never leaves the circle.

 

Example 1:

Input: ""GGLLGG""
Output: true
Explanation: 
The robot moves from (0,0) to (0,2), turns 180 degrees, and then returns to (0,0).
When repeating these instructions, the robot remains in the circle of radius 2 centered at the origin.
Example 2:

Input: ""GG""
Output: false
Explanation: 
The robot moves north indefinetely.
Example 3:

Input: ""GL""
Output: true
Explanation: 
The robot moves from (0, 0) -> (0, 1) -> (-1, 1) -> (-1, 0) -> (0, 0) -> ...
 

Note:

1 <= instructions.length <= 100
instructions[i] is in {'G', 'L', 'R'}
'''

class Solution(object):
    def isRobotBounded(self, instructions):
        """"""
        :type instructions: str
        :rtype: bool
        """"""
        start_x, start_y = 0, 0
        left, direct = 0, 0
        moves = [[0, 1], [-1, 0], [0, -1], [1, 0]]
        instructions = instructions*4
        for instruction in instructions:
            if instruction == 'G':
                start_x += moves[direct][0]
                start_y += moves[direct][1]
            elif instruction == 'L':
                direct = (direct+1)%4
            elif instruction == 'R':
                direct = (direct+3)%4
                
        if(start_x == 0 and start_y == 0):
            return True
        return False
"
1042,"'''
You have N gardens, labelled 1 to N.  In each garden, you want to plant one of 4 types of flowers.

paths[i] = [x, y] describes the existence of a bidirectional path from garden x to garden y.

Also, there is no garden that has more than 3 paths coming into or leaving it.

Your task is to choose a flower type for each garden such that, for any two gardens connected by a path, they have different types of flowers.

Return any such a choice as an array answer, where answer[i] is the type of flower planted in the (i+1)-th garden.  The flower types are denoted 1, 2, 3, or 4.  It is guaranteed an answer exists.

 

Example 1:

Input: N = 3, paths = [[1,2],[2,3],[3,1]]
Output: [1,2,3]
Example 2:

Input: N = 4, paths = [[1,2],[3,4]]
Output: [1,2,1,2]
Example 3:

Input: N = 4, paths = [[1,2],[2,3],[3,4],[4,1],[1,3],[2,4]]
Output: [1,2,3,4]
 

Note:

1 <= N <= 10000
0 <= paths.size <= 20000
No garden has 4 or more paths coming into or leaving it.
It is guaranteed an answer exists.
'''

class Solution(object):
    def gardenNoAdj(self, N, paths):
        """"""
        :type N: int
        :type paths: List[List[int]]
        :rtype: List[int]
        """"""            
        plant = [1, 2, 3, 4]
        result = [0 for _ in range(N)]
        if not paths:
            return [plant[index%4] for index in range(N)]
        # print result
        change = {}
        update = []
        for path in paths:
            x, y = path[0]-1, path[1]-1
                
            if x in change:
                change[x].append(y)
            else:
                change[x] = [y]
                
            if y in change:
                change[y].append(x)
            else:
                change[y] = [x]
        
        for garden in range(N):
            color_used = []
            if garden in change:
                subgarden = change[garden]
                for subgarden in change[garden]:
                    if result[subgarden]:
                        color_used.append(result[subgarden])
            color_rem = list(set([1, 2, 3, 4]) - set(color_used))
            for color in color_rem:
                result[garden] = color
                break
        return result
 "
1043,"'''
Given an integer array A, you partition the array into (contiguous) subarrays of length at most K.  After partitioning, each subarray has their values changed to become the maximum value of that subarray.

Return the largest sum of the given array after partitioning.

 

Example 1:

Input: A = [1,15,7,9,2,5,10], K = 3
Output: 84
Explanation: A becomes [15,15,15,9,10,10,10]
 

Note:

1 <= K <= A.length <= 500
0 <= A[i] <= 10^6
'''

class Solution(object):
    def maxSumAfterPartitioning(self, A, K):
        """"""
        :type A: List[int]
        :type K: int
        :rtype: int
        """"""
        if not A:
            return 0
        
        N = len(A)
        dp = [0]*(N+1)
        for index_i in range(N):
            maxi = 0
            for index_j in range(index_i, index_i-K, -1):
                if index_j >= 0 and index_j < len(A):
                    maxi = max(maxi, A[index_j])
                    
                    dp[index_i+1] = max(dp[index_i+1], maxi*(index_i-index_j+1)+dp[index_j])
            # print index_i, maxi
            # print dp
                    
        return dp[-1]
"
1044,"'''
Given a string S, consider all duplicated substrings: (contiguous) substrings of S that occur 2 or more times.  (The occurrences may overlap.)

Return any duplicated substring that has the longest possible length.  (If S does not have a duplicated substring, the answer is """".)

 

Example 1:

Input: ""banana""
Output: ""ana""
Example 2:

Input: ""abcd""
Output: """"
 

Note:

2 <= S.length <= 10^5
S consists of lowercase English letters.
'''

class Suffix(object):
	def __init__(self):
		self.index = 0
		self.first_rank = -1
		self.adjacent_rank = -1

	def __lt__(self, other):
		if self.first_rank == other.first_rank:
			return self.adjacent_rank < other.adjacent_rank
		return self.first_rank < other.first_rank
        
def create_suffix_array(s):
	N = len(s)
	suffix_array = []

	for index, char in enumerate(s):
		suffix_obj = Suffix()
		suffix_obj.index = index
		suffix_obj.first_rank = ord(char)-ord('a')
		suffix_obj.adjacent_rank = ord(s[index+1])-ord('a') if (index+1 < N) else -1
		suffix_array.append(suffix_obj)

	suffix_array.sort()

	no_char = 4
	index_map = {}
	while no_char < 2*N:
		rank = 0
		prev_rank, suffix_array[0].first_rank = suffix_array[0].first_rank, rank
		index_map[suffix_array[0].index] = 0

		for index in range(1, N):
			if suffix_array[index].first_rank == prev_rank and suffix_array[index].adjacent_rank == suffix_array[index-1].adjacent_rank:
				suffix_array[index].first_rank = rank
			else:
				rank += 1
				prev_rank, suffix_array[index].first_rank = suffix_array[index].first_rank, rank
			index_map[suffix_array[index].index] = index

		for index in range(N):
			adjacent_index = suffix_array[index].index + (no_char/2)
			suffix_array[index].adjacent_rank = suffix_array[index_map[adjacent_index]] if adjacent_index < N else -1

		suffix_array.sort()
		no_char *= 2    

	return [suffix.index for suffix in suffix_array]

def lcp_w_suffix_str(array, s):
	N = len(array)

	lcp_array = [0]*N
	inv_suffix = [0]*N

	for index in range(N):
		inv_suffix[array[index]] = index

	maxLen = 0

	for index in range(N):
		if inv_suffix[index] == N-1:
			maxLen = 0
			continue

		index_j = array[inv_suffix[index]+1]
		while(index+maxLen < N and index_j+maxLen < N and s[index+maxLen] == s[index_j+maxLen]):
			maxLen += 1

		lcp_array[inv_suffix[index]] = maxLen

		if maxLen > 0:
			maxLen -= 1

	return lcp_array

		
class Solution(object):
    def longestDupSubstring(self, S):
        """"""
        :type S: str
        :rtype: str
        """"""
        suffix_array = create_suffix_array(S)
        lcp_array = lcp_w_suffix_str(suffix_array, S)
        
        start, end = 0, 0
		
        for index in range(len(S)):
            if lcp_array[index] > end:
                end = lcp_array[index]
                start = suffix_array[index]
            
        if end == 0:
            return """"
        # print start, end
        return S[start:start+end]
"
1046,"'''
We have a collection of rocks, each rock has a positive integer weight.

Each turn, we choose the two heaviest rocks and smash them together.  Suppose the stones have weights x and y with x <= y.  The result of this smash is:

If x == y, both stones are totally destroyed;
If x != y, the stone of weight x is totally destroyed, and the stone of weight y has new weight y-x.
At the end, there is at most 1 stone left.  Return the weight of this stone (or 0 if there are no stones left.)

 

Example 1:

Input: [2,7,4,1,8,1]
Output: 1
Explanation: 
We combine 7 and 8 to get 1 so the array converts to [2,4,1,1,1] then,
we combine 2 and 4 to get 2 so the array converts to [2,1,1,1] then,
we combine 2 and 1 to get 1 so the array converts to [1,1,1] then,
we combine 1 and 1 to get 0 so the array converts to [1] then that's the value of last stone.
 

Note:

1 <= stones.length <= 30
1 <= stones[i] <= 1000
'''

class Solution(object):
    def lastStoneWeight(self, stones):
        """"""
        :type stones: List[int]
        :rtype: int
        """"""
        while len(stones) > 1:
            max_x = max(stones)
            stones.remove(max_x)
            max_y = max(stones)
            stones.remove(max_y)
            
            if max_x != max_y:
                stones.append(max_x-max_y)
        return stones[0] if stones else 0
"
1047,"'''
Given a string S of lowercase letters, a duplicate removal consists of choosing two adjacent and equal letters, and removing them.

We repeatedly make duplicate removals on S until we no longer can.

Return the final string after all such duplicate removals have been made.  It is guaranteed the answer is unique.

 

Example 1:

Input: ""abbaca""
Output: ""ca""
Explanation: 
For example, in ""abbaca"" we could remove ""bb"" since the letters are adjacent and equal, and this is the only possible move.  The result of this move is that the string is ""aaca"", of which only ""aa"" is possible, so the final string is ""ca"".
 

Note:

1 <= S.length <= 20000
S consists only of English lowercase letters.
'''

class Solution(object):
    def removeDuplicates(self, S):
        """"""
        :type S: str
        :rtype: str
        """"""
        stack = []
        if not S:
            return """"
        for char in S:
            if not stack:
                stack.append(char)
            else:
                first = stack[-1]
                if first == char:
                    stack.pop()
                else:
                    stack.append(char)
        if not stack:
            return """"
        return ''.join(stack)
"
1048,"'''
Given a list of words, each word consists of English lowercase letters.

Let's say word1 is a predecessor of word2 if and only if we can add exactly one letter anywhere in word1 to make it equal to word2.  For example, ""abc"" is a predecessor of ""abac"".

A word chain is a sequence of words [word_1, word_2, ..., word_k] with k >= 1, where word_1 is a predecessor of word_2, word_2 is a predecessor of word_3, and so on.

Return the longest possible length of a word chain with words chosen from the given list of words.

 

Example 1:

Input: [""a"",""b"",""ba"",""bca"",""bda"",""bdca""]
Output: 4
Explanation: one of the longest word chain is ""a"",""ba"",""bda"",""bdca"".
 

Note:

1 <= words.length <= 1000
1 <= words[i].length <= 16
words[i] only consists of English lowercase letters.
'''
        
class Solution(object):
    def longestStrChain(self, words):
        """"""
        :type words: List[str]
        :rtype: int
        """"""
        if not words:
            return 0
        words.sort(key=len)
        dp = collections.defaultdict(int)
        result = 0
        for word in words:
            for index in range(len(word)):
                char_excluded_string = word[:index] + word[index+1:]
                if char_excluded_string in dp:
                    dp[word] = max(dp[char_excluded_string]+1, dp[word])
                else:
                    dp[word] = max(dp[word], 1)
            result = max(dp[word], result)
        return result
"
105,"'''
	Given a non-empty string s and a dictionary wordDict containing a list of non-empty words, determine if s can be segmented into a space-separated sequence of one or more dictionary words.

	Note:

	The same word in the dictionary may be reused multiple times in the segmentation.
	You may assume the dictionary does not contain duplicate words.
	Example 1:

	Input: s = ""leetcode"", wordDict = [""leet"", ""code""]
	Output: true
	Explanation: Return true because ""leetcode"" can be segmented as ""leet code"".
'''

# Definition for a binary tree node.
# class TreeNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None

class Solution(object):
    def buildTree(self, preorder, inorder):
        """"""
        :type preorder: List[int]
        :type inorder: List[int]
        :rtype: TreeNode
        """"""
        self.index = 0
        def recursive(preorder, inorder, start, end):
        	if start > end:
        		return None

        	node = TreeNode(preorder[self.index])
        	self.index += 1
        	if start == end:
        		return node

        	search_index = 0
        	for i in range(start, end+1):
        		if inorder[i] == node.val:
        			search_index = i
        			break

        	node.left = recursive(preorder, inorder, start, search_index-1)
        	node.right = recursive(preorder, inorder, search_index+1, end)
        	return node

        return recursive(preorder, inorder, 0, len(inorder)-1)"
1051,"'''
Students are asked to stand in non-decreasing order of heights for an annual photo.

Return the minimum number of students not standing in the right positions.  (This is the number of students that must move in order for all students to be standing in non-decreasing order of height.)

 

Example 1:

Input: [1,1,4,2,1,3]
Output: 3
Explanation: 
Students with heights 4, 3 and the last 1 are not standing in the right positions.
 

Note:

1 <= heights.length <= 100
1 <= heights[i] <= 100
'''

class Solution(object):
    def heightChecker(self, heights):
        """"""
        :type heights: List[int]
        :rtype: int
        """"""
        result = 0
        for new_h, hei in zip(heights, sorted(heights)):
            if new_h != hei:
                result += 1
        return result
"
1052,"'''
Today, the bookstore owner has a store open for customers.length minutes.  Every minute, some number of customers (customers[i]) enter the store, and all those customers leave after the end of that minute.

On some minutes, the bookstore owner is grumpy.  If the bookstore owner is grumpy on the i-th minute, grumpy[i] = 1, otherwise grumpy[i] = 0.  When the bookstore owner is grumpy, the customers of that minute are not satisfied, otherwise they are satisfied.

The bookstore owner knows a secret technique to keep themselves not grumpy for X minutes straight, but can only use it once.

Return the maximum number of customers that can be satisfied throughout the day.

 

Example 1:

Input: customers = [1,0,1,2,1,1,7,5], grumpy = [0,1,0,1,0,1,0,1], X = 3
Output: 16
Explanation: The bookstore owner keeps themselves not grumpy for the last 3 minutes. 
The maximum number of customers that can be satisfied = 1 + 1 + 1 + 1 + 7 + 5 = 16.
 

Note:

1 <= X <= customers.length == grumpy.length <= 20000
0 <= customers[i] <= 1000
0 <= grumpy[i] <= 1
'''
class Solution(object):
    def maxSatisfied(self, customers, grumpy, X):
        """"""
        :type customers: List[int]
        :type grumpy: List[int]
        :type X: int
        :rtype: int
        """"""
        result = 0

        prefix_sum = [0]*(len(customers)+1)
        index = 0
        for customer, grump in zip(customers, grumpy):
            prefix_sum[index+1] = prefix_sum[index]
            if grump == 0:
                result += customer
            else:
                prefix_sum[index+1] += customer
            index += 1
        # print prefix_sum
        curr_max = result + prefix_sum[X]
        # print curr_max
        for index in range(X+1, len(prefix_sum)):
            temp_max = result + prefix_sum[index] - prefix_sum[index-X]
            # print temp_max
            curr_max = max(curr_max, temp_max)
        return curr_max
"
1053,"'''
Given an array A of positive integers (not necessarily distinct), return the lexicographically largest permutation that is smaller than A, that can be made with one swap (A swap exchanges the positions of two numbers A[i] and A[j]).  If it cannot be done, then return the same array.

 

Example 1:

Input: [3,2,1]
Output: [3,1,2]
Explanation: Swapping 2 and 1.
Example 2:

Input: [1,1,5]
Output: [1,1,5]
Explanation: This is already the smallest permutation.
Example 3:

Input: [1,9,4,6,7]
Output: [1,7,4,6,9]
Explanation: Swapping 9 and 7.
Example 4:

Input: [3,1,1,3]
Output: [1,3,1,3]
Explanation: Swapping 1 and 3.
 

Note:

1 <= A.length <= 10000
1 <= A[i] <= 10000
'''
class Solution(object):
    def prevPermOpt1(self, A):
        """"""
        :type A: List[int]
        :rtype: List[int]
        """"""
    
        left, right = len(A)-2, len(A)-1
        for left in range(len(A)-2, -1, -1):
            if A[left] > A[left+1]:
                break
        else:
            return A
        right = A.index(max(ele for ele in A[left+1:] if ele < A[left]), left)
        A[left], A[right] = A[right], A[left]
        return A
 "
1054,"'''
In a warehouse, there is a row of barcodes, where the i-th barcode is barcodes[i].

Rearrange the barcodes so that no two adjacent barcodes are equal.  You may return any answer, and it is guaranteed an answer exists.

 

Example 1:

Input: [1,1,1,2,2,2]
Output: [2,1,2,1,2,1]
Example 2:

Input: [1,1,1,1,2,2,3,3]
Output: [1,3,1,3,2,1,2,1]
 

Note:

1 <= barcodes.length <= 10000
1 <= barcodes[i] <= 10000
'''

class Solution(object):
    def rearrangeBarcodes(self, barcodes):
        """"""
        :type barcodes: List[int]
        :rtype: List[int]
        """"""
        import heapq
        di = collections.Counter(barcodes)
        pq = [(-value, key) for key, value in di.items()]
        heapq.heapify(pq)
        # print pq
        result = []
        while len(pq) >= 2:
            freq1, barcode1 = heapq.heappop(pq)
            freq2, barcode2 = heapq.heappop(pq)
            result.extend([barcode1, barcode2])
            
            if freq1 + 1: 
                heapq.heappush(pq, (freq1 + 1, barcode1))
            if freq2 + 1: 
                heapq.heappush(pq, (freq2 + 1, barcode2))
                
        if pq:
            result.append(pq[0][1])
        
        return result
"
106,"'''
	Given inorder and postorder traversal of a tree, construct the binary tree.

	Note:
	You may assume that duplicates do not exist in the tree.

	For example, given

	inorder = [9,3,15,20,7]
	postorder = [9,15,7,20,3]
	Return the following binary tree:

	    3
	   / \
	  9  20
	    /  \
	   15   7
 '''

 # Definition for a binary tree node.
# class TreeNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None

class Solution(object):
    def buildTree(self, inorder, postorder):
        """"""
        :type inorder: List[int]
        :type postorder: List[int]
        :rtype: TreeNode
        """"""
        self.index = len(inorder)-1
        def recursive(postorder, inorder, start, end):
        	if start > end:
        		return None

        	node = TreeNode(postorder[self.index])
        	self.index -= 1
        	if start == end:
        		return node

        	search_index = 0
        	for i in range(start, end+1):
        		if inorder[i] == node.val:
        			search_index = i
        			break
        	node.right = recursive(postorder, inorder, search_index+1, end)
        	node.left = recursive(postorder, inorder, start, search_index-1)
        	return node

        return recursive(postorder, inorder, 0, len(inorder)-1)"
1064,"'''
Given an array A of distinct integers sorted in ascending order, return the smallest index i that satisfies A[i] == i.  Return -1 if no such i exists.

 

Example 1:

Input: [-10,-5,0,3,7]
Output: 3
Explanation: 
For the given array, A[0] = -10, A[1] = -5, A[2] = 0, A[3] = 3, thus the output is 3.
Example 2:

Input: [0,2,5,8,17]
Output: 0
Explanation: 
A[0] = 0, thus the output is 0.
Example 3:

Input: [-10,-5,3,4,7,9]
Output: -1
Explanation: 
There is no such i that A[i] = i, thus the output is -1.
'''

class Solution(object):
    def fixedPoint(self, A):
        """"""
        :type A: List[int]
        :rtype: int
        """"""
        if not A:
            return -1
        for index, num in enumerate(A):
            if num == index:
                return index
        return -1
"
1065,"'''
Given a text string and words (a list of strings), return all index pairs [i, j] so that the substring text[i]...text[j] is in the list of words.

 

Example 1:

Input: text = ""thestoryofleetcodeandme"", words = [""story"",""fleet"",""leetcode""]
Output: [[3,7],[9,13],[10,17]]
Example 2:

Input: text = ""ababa"", words = [""aba"",""ab""]
Output: [[0,1],[0,2],[2,3],[2,4]]
Explanation: 
Notice that matches can overlap, see ""aba"" is found in [0,2] and [2,4].
 

Note:

All strings contains only lowercase English letters.
It's guaranteed that all strings in words are different.
1 <= text.length <= 100
1 <= words.length <= 20
1 <= words[i].length <= 50
Return the pairs [i,j] in sorted order (i.e. sort them by their first coordinate in case of ties sort them by their second coordinate).
'''

class Solution(object):
    def indexPairs(self, text, words):
        """"""
        :type text: str
        :type words: List[str]
        :rtype: List[List[int]]
        """"""
        if not words:
            return []
        result = []
        for word in words:
            starting = [index for index in range(len(text)) if text.startswith(word, index)]
            for start in starting:
                result.append([start, start+len(word)-1])
            # print starting
        result.sort()
        return result
            "
107,"'''
    Given a binary tree, return the bottom-up level order traversal of its nodes' values. (ie, from left to right, level by level from leaf to root).

    For example:
    Given binary tree [3,9,20,null,null,15,7],

        3
       / \
      9  20
        /  \
       15   7

    return its bottom-up level order traversal as:

    [
      [15,7],
      [9,20],
      [3]
    ]
'''

# Definition for a binary tree node.
# class TreeNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None

class Solution(object):
    def levelOrderBottom(self, root):
        """"""
        :type root: TreeNode
        :rtype: List[List[int]]
        """"""

        if not root:
        	return []

        queue = [(root, 0)]
        levelMap = {}

        while queue:
        	node, level = queue.pop(0)
        	if node.left:
        		queue.append((node.left, level+1))
        	if node.right:
        		queue.append((node.right, level+1))

        	if level in levelMap:
        		levelMap[level].append(node.val)
        	else:
        		levelMap[level] = [node.val]

        result = []
        for key, value in levelMap.iteritems():
        	result.append(value)
        return result[::-1]"
1071,"'''
For strings S and T, we say ""T divides S"" if and only if S = T + ... + T  (T concatenated with itself 1 or more times)

Return the largest string X such that X divides str1 and X divides str2.

 

Example 1:

Input: str1 = ""ABCABC"", str2 = ""ABC""
Output: ""ABC""
Example 2:

Input: str1 = ""ABABAB"", str2 = ""ABAB""
Output: ""AB""
Example 3:

Input: str1 = ""LEET"", str2 = ""CODE""
Output: """"
 

Note:

1 <= str1.length <= 1000
1 <= str2.length <= 1000
str1[i] and str2[i] are English uppercase letters.

'''
class Solution(object):
    def gcdOfStrings(self, str1, str2):
        """"""
        :type str1: str
        :type str2: str
        :rtype: str
        """"""
        if len(str1)  > len(str2):
            str1, str2 = str2, str1
            
        l_str1 = len(str1)
        for index in range(1, len(str1)+1):
            if l_str1%index != 0:
                continue
                
            size_to_take = int(l_str1/index)
            substr1 = str1[:size_to_take]
            substr2 = str2
            
            while substr1 == substr2[:size_to_take]:
                substr2 = substr2[size_to_take:]
                
            if substr2 == """":
                return substr1
        return """"
"
1072,"'''
Given a matrix consisting of 0s and 1s, we may choose any number of columns in the matrix and flip every cell in that column.  Flipping a cell changes the value of that cell from 0 to 1 or from 1 to 0.

Return the maximum number of rows that have all values equal after some number of flips.

 

Example 1:

Input: [[0,1],[1,1]]
Output: 1
Explanation: After flipping no values, 1 row has all values equal.
Example 2:

Input: [[0,1],[1,0]]
Output: 2
Explanation: After flipping values in the first column, both rows have equal values.
Example 3:

Input: [[0,0,0],[0,0,1],[1,1,0]]
Output: 2
Explanation: After flipping values in the first two columns, the last two rows have equal values.
 

Note:

1 <= matrix.length <= 300
1 <= matrix[i].length <= 300
All matrix[i].length's are equal
matrix[i][j] is 0 or 1
'''"
1073,"'''
Given two numbers arr1 and arr2 in base -2, return the result of adding them together.

Each number is given in array format:  as an array of 0s and 1s, from most significant bit to least significant bit.  For example, arr = [1,1,0,1] represents the number (-2)^3 + (-2)^2 + (-2)^0 = -3.  A number arr in array format is also guaranteed to have no leading zeros: either arr == [0] or arr[0] == 1.

Return the result of adding arr1 and arr2 in the same format: as an array of 0s and 1s with no leading zeros.

 

Example 1:

Input: arr1 = [1,1,1,1,1], arr2 = [1,0,1]
Output: [1,0,0,0,0]
Explanation: arr1 represents 11, arr2 represents 5, the output represents 16.
 

Note:

1 <= arr1.length <= 1000
1 <= arr2.length <= 1000
arr1 and arr2 have no leading zeros
arr1[i] is 0 or 1
arr2[i] is 0 or 1
'''"
1074,"'''
Given a matrix, and a target, return the number of non-empty submatrices that sum to target.

A submatrix x1, y1, x2, y2 is the set of all cells matrix[x][y] with x1 <= x <= x2 and y1 <= y <= y2.

Two submatrices (x1, y1, x2, y2) and (x1', y1', x2', y2') are different if they have some coordinate that is different: for example, if x1 != x1'.

 

Example 1:

Input: matrix = [[0,1,0],[1,1,1],[0,1,0]], target = 0
Output: 4
Explanation: The four 1x1 submatrices that only contain 0.
Example 2:

Input: matrix = [[1,-1],[-1,1]], target = 0
Output: 5
Explanation: The two 1x2 submatrices, plus the two 2x1 submatrices, plus the 2x2 submatrix.
 

Note:

1 <= matrix.length <= 300
1 <= matrix[0].length <= 300
-1000 <= matrix[i] <= 1000
-10^8 <= target <= 10^8
'''"
1078,"'''
Given words first and second, consider occurrences in some text of the form ""first second third"", where second comes immediately after first, and third comes immediately after second.

For each such occurrence, add ""third"" to the answer, and return the answer.

 

Example 1:

Input: text = ""alice is a good girl she is a good student"", first = ""a"", second = ""good""
Output: [""girl"",""student""]
Example 2:

Input: text = ""we will we will rock you"", first = ""we"", second = ""will""
Output: [""we"",""rock""]
 

Note:

1 <= text.length <= 1000
text consists of space separated words, where each word consists of lowercase English letters.
1 <= first.length, second.length <= 10
first and second consist of lowercase English letters.
'''

class Solution(object):
    def findOcurrences(self, text, first, second):
        """"""
        :type text: str
        :type first: str
        :type second: str
        :rtype: List[str]
        """"""
        result = []
        if not text:
            return []
        splitted_text = text.split(' ')
        indi = 0
        for index in range(len(splitted_text)-1):
            if splitted_text[index] == first and splitted_text[index+1] == second:
                index = index+2
                if index < len(splitted_text):
                    result.append(splitted_text[index])
        return result
"
